ID,Case Number,Date,Block,IUCR,PrimaryType,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,CoordinateX,CoordinateY,Year,Updated On,Latitude,Longitude,Location
11541183,JB560669,12/19/2018 01:13:00 PM,029XX W MORSE AVE,0810,THEFT,OVER $500,STREET,false,false,2411,024,50,2,06,1155533,1945620,2018,01/17/2019 02:26:36 PM,42.006585025,-87.703118974,"(42.006585025, -87.703118974)"
11540861,JB559980,12/18/2018 06:00:00 PM,033XX W 26TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,false,false,1032,010,12,30,11,1154357,1886530,2018,01/17/2019 02:26:36 PM,41.844460987,-87.70902851,"(41.844460987, -87.70902851)"
11540499,JB559819,12/19/2018 01:30:00 PM,032XX W FULLERTON AVE,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,true,false,1413,014,32,22,08B,1154212,1915771,2018,01/17/2019 02:26:36 PM,41.924704122,-87.708779654,"(41.924704122, -87.708779654)"
11540271,JB559555,12/13/2018 12:01:00 AM,083XX S MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,true,false,0613,006,21,71,11,1170106,1849499,2018,01/17/2019 02:26:36 PM,41.742515047,-87.652308889,"(41.742515047, -87.652308889)"
11540268,JB559675,12/19/2018 12:00:00 PM,070XX S PAXTON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0331,003,5,43,06,1192092,1858897,2018,01/17/2019 02:26:36 PM,41.767798232,-87.571448056,"(41.767798232, -87.571448056)"
11540235,JB559293,12/19/2018 07:15:00 AM,005XX E 79TH ST,031A,ROBBERY,ARMED: HANDGUN,CLEANING STORE,true,false,0624,006,6,69,03,1181108,1852742,2018,01/17/2019 02:26:36 PM,41.751168201,-87.611898084,"(41.751168201, -87.611898084)"
11540211,JB558316,12/18/2018 12:33:00 PM,040XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,true,false,2534,025,35,20,06,1149220,1912985,2018,01/17/2019 02:26:36 PM,41.917157388,-87.727194941,"(41.917157388, -87.727194941)"
11540191,JB559547,12/06/2018 08:00:00 AM,037XX W BELDEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2525,025,35,22,11,1150867,1915025,2018,01/17/2019 02:26:36 PM,41.922723229,-87.7210903,"(41.922723229, -87.7210903)"
11540160,JB559390,12/19/2018 04:00:00 AM,037XX N OCONTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,true,1631,016,38,17,14,1127076,1924021,2018,01/17/2019 02:26:36 PM,41.947842204,-87.808305327,"(41.947842204, -87.808305327)"
11539651,JB558036,12/11/2018 12:15:00 PM,087XX S MERRILL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0412,004,8,48,11,1192023,1847499,2018,01/17/2019 02:26:36 PM,41.736522836,-87.572070626,"(41.736522836, -87.572070626)"
11539329,JB558411,12/18/2018 01:15:00 PM,005XX W ROOSEVELT RD,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0124,001,25,28,10,1173077,1894978,2018,01/17/2019 02:26:36 PM,41.86724898,-87.640079073,"(41.86724898, -87.640079073)"
11538735,JB557558,12/17/2018 06:16:00 PM,007XX E 103RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0512,005,9,50,15,1182882,1836825,2018,01/17/2019 02:26:36 PM,41.707449099,-87.60589026,"(41.707449099, -87.60589026)"
11538475,JB556555,12/14/2018 05:26:00 PM,065XX N TAHOMA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1621,016,41,12,06,1138343,1943249,2018,01/17/2019 02:26:36 PM,42.000408637,-87.766422028,"(42.000408637, -87.766422028)"
11538376,JB553601,12/12/2018 05:05:00 PM,017XX E 55TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0235,002,5,41,11,1189201,1868876,2018,01/17/2019 02:26:36 PM,41.795251156,-87.581724977,"(41.795251156, -87.581724977)"
11538090,JB557080,12/15/2018 03:00:00 AM,011XX W 95TH ST,031A,ROBBERY,ARMED: HANDGUN,HOTEL/MOTEL,false,false,2222,022,21,73,03,1170210,1841786,2018,01/17/2019 02:26:36 PM,41.721347217,-87.65215149,"(41.721347217, -87.65215149)"
11537899,JB556655,12/17/2018 08:40:00 AM,013XX N HUDSON AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1821,018,27,8,08B,1173068,1909520,2018,01/17/2019 02:26:36 PM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
11537660,JB556502,12/17/2018 03:00:00 AM,007XX W 103RD ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,false,true,2232,022,34,73,04B,1173317,1836561,2018,01/17/2019 02:26:36 PM,41.706941036,-87.640925075,"(41.706941036, -87.640925075)"
11536797,JB555281,12/16/2018 03:15:00 AM,032XX W 87TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,true,false,0834,008,18,70,05,1156287,1846718,2018,01/17/2019 02:26:36 PM,41.735172471,-87.703016838,"(41.735172471, -87.703016838)"
11536667,JB555077,12/15/2018 03:30:00 PM,036XX S DR MARTIN LUTHER KING JR SD,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,true,true,0212,002,4,35,04B,1179525,1880982,2018,01/17/2019 02:26:36 PM,41.828697701,-87.616836508,"(41.828697701, -87.616836508)"
11536401,JB554804,12/15/2018 02:55:00 PM,013XX W 71ST PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0734,007,6,67,11,1168489,1857347,2018,01/17/2019 02:26:36 PM,41.764085988,-87.658007886,"(41.764085988, -87.658007886)"
11536339,JB554639,12/15/2018 01:00:00 AM,031XX W POPE JOHN PAUL II DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0921,009,15,58,14,1156073,1875958,2018,01/17/2019 02:26:36 PM,41.815415712,-87.7030157,"(41.815415712, -87.7030157)"
11536025,JB554298,12/12/2018 04:41:00 AM,062XX W MONTROSE AVE,0850,THEFT,ATTEMPT THEFT,RESIDENCE,false,false,1622,016,38,15,06,1133773,1928589,2018,01/17/2019 02:26:36 PM,41.960262061,-87.783580531,"(41.960262061, -87.783580531)"
11535901,JB553960,12/15/2018 01:37:00 AM,028XX N SOUTHPORT AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,true,false,1932,019,32,6,05,1166481,1919120,2018,01/17/2019 02:26:36 PM,41.933639896,-87.663601923,"(41.933639896, -87.663601923)"
11535635,JB553082,12/14/2018 01:46:00 PM,133XX S CORLISS AVE,0330,ROBBERY,AGGRAVATED,RESIDENCE PORCH/HALLWAY,false,false,0533,005,9,54,03,1184061,1817379,2018,01/17/2019 02:26:36 PM,41.654059193,-87.602177105,"(41.654059193, -87.602177105)"
11535546,JB553580,12/14/2018 07:05:00 PM,001XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1821,018,2,8,06,1175207,1908349,2018,01/17/2019 02:26:36 PM,41.903892302,-87.631858359,"(41.903892302, -87.631858359)"
11534722,JB552365,12/13/2018 10:35:00 PM,006XX N CLARK ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,1832,018,42,8,08B,1175423,1904617,2018,01/17/2019 02:26:36 PM,41.893646656,-87.631177143,"(41.893646656, -87.631177143)"
11534672,JB552331,12/13/2018 09:12:00 PM,100XX W OHARE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,true,false,1651,016,41,76,11,1100658,1934241,2018,01/17/2019 02:26:36 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
11534434,JB552091,12/13/2018 07:15:00 AM,005XX W 97TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,2223,022,21,73,06,1174198,1840562,2018,01/17/2019 02:26:36 PM,41.71790087,-87.637580482,"(41.71790087, -87.637580482)"
11534377,JB551941,12/10/2018 05:00:00 PM,024XX W 34TH PL,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,0911,009,12,59,03,1160640,1881733,2018,01/17/2019 02:26:36 PM,41.831169843,-87.686103499,"(41.831169843, -87.686103499)"
11534368,JB551973,12/13/2018 04:50:00 PM,066XX S HAMLIN AVE,0330,ROBBERY,AGGRAVATED,ALLEY,false,false,0833,008,13,65,03,1152179,1860399,2018,01/17/2019 02:26:36 PM,41.772797002,-87.717708406,"(41.772797002, -87.717708406)"
11534224,JB551298,12/13/2018 09:28:00 AM,0000X E ADAMS ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE,false,false,0113,001,42,32,04B,1176689,1899474,2018,01/17/2019 02:26:36 PM,41.879505465,-87.626683155,"(41.879505465, -87.626683155)"
11533172,JB550230,12/07/2018 11:30:00 AM,046XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,OTHER,true,false,0215,002,3,38,08A,1177938,1874249,2018,01/17/2019 02:26:36 PM,41.810257961,-87.622863301,"(41.810257961, -87.622863301)"
11532607,JB549531,12/11/2018 08:00:00 PM,027XX S HARDING AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,1031,010,22,30,26,1150488,1885408,2018,01/17/2019 02:26:36 PM,41.841458376,-87.72325648,"(41.841458376, -87.72325648)"
11532554,JB549381,12/11/2018 04:30:00 PM,020XX N BURLING ST,0330,ROBBERY,AGGRAVATED,PARK PROPERTY,false,false,1812,018,43,7,03,1170950,1913843,2018,01/17/2019 02:26:36 PM,41.919062591,-87.647333823,"(41.919062591, -87.647333823)"
11532464,JB549247,12/11/2018 05:50:00 PM,126XX S UNION AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0523,005,9,53,08B,1173951,1821134,2018,01/17/2019 02:26:36 PM,41.664592914,-87.63905866,"(41.664592914, -87.63905866)"
11532274,JB549121,12/11/2018 04:45:00 PM,079XX S PAULINA ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0611,006,17,71,04B,1166391,1852082,2018,01/17/2019 02:26:36 PM,41.749683042,-87.665847295,"(41.749683042, -87.665847295)"
11532195,JB548993,12/11/2018 01:25:00 PM,131XX S DOTY AVE W,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0533,005,9,54,08A,1187244,1818171,2018,01/17/2019 02:26:36 PM,41.656157878,-87.590505709,"(41.656157878, -87.590505709)"
11531081,JB547515,12/10/2018 01:00:00 PM,076XX S HOMAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0835,008,18,70,08B,1155024,1853614,2018,01/17/2019 02:26:36 PM,41.754121535,-87.707460248,"(41.754121535, -87.707460248)"
11530457,JB546645,12/08/2018 06:00:00 AM,039XX N PAULINA ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,true,true,1922,019,47,6,02,1164290,1926193,2018,01/17/2019 02:26:36 PM,41.95309526,-87.671453009,"(41.95309526, -87.671453009)"
11530323,JB546627,12/09/2018 06:15:00 PM,014XX S MUSEUM CAMPUS DR,0890,THEFT,FROM BUILDING,SPORTS ARENA/STADIUM,false,false,0132,001,4,33,06,1179970,1893558,2018,01/17/2019 02:26:36 PM,41.863196881,-87.614817819,"(41.863196881, -87.614817819)"
11530269,JB546455,12/09/2018 03:20:00 PM,071XX S WESTERN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,false,false,0832,008,18,66,03,1161608,1857318,2018,01/17/2019 02:26:36 PM,41.764151886,-87.683229302,"(41.764151886, -87.683229302)"
11529944,JB544821,12/07/2018 11:30:00 PM,093XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0633,006,9,49,03,1180555,1843131,2018,01/17/2019 02:26:36 PM,41.724807196,-87.614218825,"(41.724807196, -87.614218825)"
11529087,JB544862,12/07/2018 11:00:00 PM,059XX N LINCOLN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,2011,020,40,2,02,1154922,1939314,2018,01/17/2019 02:26:36 PM,41.989293402,-87.705537043,"(41.989293402, -87.705537043)"
11527580,JB542750,12/06/2018 05:00:00 PM,064XX W DIVERSEY AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,false,false,2511,025,36,19,03,1132828,1917907,2018,01/17/2019 02:26:36 PM,41.930966067,-87.787305049,"(41.930966067, -87.787305049)"
11527214,JB542242,12/06/2018 12:01:00 AM,019XX W OGDEN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,false,false,1231,012,27,28,02,1163312,1897077,2018,01/17/2019 02:26:36 PM,41.873219626,-87.675868666,"(41.873219626, -87.675868666)"
11526925,JB541970,12/06/2018 03:10:00 AM,025XX S CHRISTIANA AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,APARTMENT,false,false,1024,010,12,30,03,1154435,1887014,2018,01/17/2019 02:26:36 PM,41.845787585,-87.708729343,"(41.845787585, -87.708729343)"
11526888,JB541978,12/06/2018 03:30:00 AM,025XX S CHRISTIANA AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1024,010,12,30,04A,1154437,1886927,2018,01/17/2019 02:26:36 PM,41.845548807,-87.708724326,"(41.845548807, -87.708724326)"
11526426,JB541271,12/05/2018 01:34:00 PM,063XX W MELROSE ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,1633,016,36,17,04A,1133475,1920932,2018,01/17/2019 02:26:36 PM,41.939255679,-87.784856293,"(41.939255679, -87.784856293)"
11526116,JB540991,12/05/2018 11:15:00 AM,052XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,1522,015,28,25,07,1141246,1900245,2018,01/17/2019 02:26:36 PM,41.882348251,-87.756806366,"(41.882348251, -87.756806366)"
11526112,JB540912,11/27/2018 10:00:00 AM,021XX W FOSTER AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,OTHER,true,false,2032,020,40,4,26,1161118,1934509,2018,01/17/2019 02:26:36 PM,41.975981396,-87.682881416,"(41.975981396, -87.682881416)"
11525416,JB539003,12/01/2018 01:30:00 AM,036XX W 64TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0823,008,23,65,06,1153176,1861594,2018,01/17/2019 02:26:36 PM,41.776056626,-87.714022079,"(41.776056626, -87.714022079)"
11523846,JB535953,11/17/2018 06:00:00 PM,050XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,true,false,0224,002,3,38,04B,1178451,1871697,2018,01/17/2019 02:26:36 PM,41.803243394,-87.621059272,"(41.803243394, -87.621059272)"
11523239,JB537072,12/02/2018 11:37:00 AM,060XX S CARPENTER ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,true,false,0712,007,16,68,04B,1170349,1864752,2018,01/17/2019 02:26:36 PM,41.784365934,-87.650975199,"(41.784365934, -87.650975199)"
11522203,JB535691,11/24/2018 06:10:00 AM,001XX N STATE ST,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,0111,001,42,32,06,1176352,1900927,2018,01/17/2019 02:26:36 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11522068,JB535417,11/30/2018 10:36:00 PM,003XX N DEARBORN ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,MOVIE HOUSE/THEATER,true,false,1831,018,42,8,08B,1175883,1902611,2018,01/17/2019 02:26:36 PM,41.888131743,-87.629548167,"(41.888131743, -87.629548167)"
11521761,JB535244,11/30/2018 07:00:00 PM,034XX N LAKE SHORE DR,0460,BATTERY,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,true,false,1925,019,44,6,08B,1172682,1922847,2018,01/17/2019 02:26:36 PM,41.943731737,-87.640703062,"(41.943731737, -87.640703062)"
11521430,JB533957,11/29/2018 09:05:00 PM,052XX N NORTHWEST HWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,true,false,1622,016,45,11,07,1137755,1934130,2018,01/17/2019 02:26:36 PM,41.975396029,-87.768806319,"(41.975396029, -87.768806319)"
11521007,JB534125,11/29/2018 11:00:00 PM,078XX S HONORE ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,true,true,0611,006,17,71,04B,1165383,1852687,2018,01/17/2019 02:26:36 PM,41.751364648,-87.669523935,"(41.751364648, -87.669523935)"
11520759,JB533920,11/29/2018 07:11:00 PM,041XX W ROOSEVELT RD,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,true,false,1011,010,24,29,26,1148816,1894381,2018,01/17/2019 02:26:36 PM,41.866113842,-87.729160536,"(41.866113842, -87.729160536)"
11520661,JB533844,11/29/2018 06:15:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1833,018,42,8,06,1177311,1905834,2018,01/17/2019 02:26:36 PM,41.896943556,-87.624206307,"(41.896943556, -87.624206307)"
11519683,JB532558,10/30/2018 11:00:00 PM,083XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0423,004,7,46,08B,1194622,1850145,2018,01/17/2019 02:26:36 PM,41.743720203,-87.5624621,"(41.743720203, -87.5624621)"
11519514,JB532094,11/28/2018 01:54:00 PM,036XX S RHODES AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,0212,002,4,35,04B,1180179,1881011,2018,01/17/2019 02:26:36 PM,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
11518613,JB531069,11/26/2018 06:00:00 PM,064XX N SEELEY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,true,false,2412,024,50,2,11,1161464,1942750,2018,01/17/2019 02:26:36 PM,41.998587784,-87.681378348,"(41.998587784, -87.681378348)"
11513588,JB524407,11/12/2018 12:01:00 AM,018XX W 46TH ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0924,009,15,61,02,1164678,1874181,2018,01/17/2019 02:26:36 PM,41.810361878,-87.671501195,"(41.810361878, -87.671501195)"
11509925,JB519389,11/17/2018 12:29:00 PM,100XX S AVENUE N,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,true,false,0432,004,10,52,26,1201156,1838984,2018,01/17/2019 02:26:36 PM,41.712930476,-87.538899017,"(41.712930476, -87.538899017)"
11508510,JB517550,11/14/2018 09:18:00 PM,002XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0114,001,42,32,06,1177258,1901860,2018,01/17/2019 02:26:36 PM,41.886039903,-87.624521539,"(41.886039903, -87.624521539)"
11507987,JB516838,11/14/2018 05:00:00 PM,025XX S CALIFORNIA BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,true,false,1034,010,24,30,06,1158258,1887109,2018,01/17/2019 02:26:36 PM,41.84597112,-87.69469661,"(41.84597112, -87.69469661)"
11505724,JB513858,11/13/2018 01:30:00 AM,039XX W CERMAK RD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CLEANING STORE,true,false,1014,010,24,29,04A,1150284,1889088,2018,01/17/2019 02:26:36 PM,41.851560735,-87.723909267,"(41.851560735, -87.723909267)"
11505437,JB513606,11/12/2018 03:33:00 PM,046XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1912,019,47,3,06,1165506,1930838,2018,01/17/2019 02:26:36 PM,41.965815477,-87.666850116,"(41.965815477, -87.666850116)"
11502032,JB508851,11/08/2018 06:35:00 PM,002XX N GREEN ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,1214,012,27,28,08B,1170687,1901800,2018,01/17/2019 02:26:36 PM,41.886021662,-87.648653258,"(41.886021662, -87.648653258)"
11501343,JB507992,10/09/2018 02:32:00 PM,047XX W RACE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,true,true,1111,011,28,25,26,1144602,1903239,2018,01/17/2019 02:26:36 PM,41.890501611,-87.7444075,"(41.890501611, -87.7444075)"
11499388,JB505609,11/06/2018 10:30:00 AM,012XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0713,007,16,67,08B,1168906,1865651,2018,01/17/2019 02:26:36 PM,41.7868642,-87.656239847,"(41.7868642, -87.656239847)"
11497555,JB502605,11/04/2018 12:12:00 AM,037XX W SCHOOL ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,true,false,1732,017,30,21,03,1151059,1921687,2018,01/17/2019 02:26:36 PM,41.941000551,-87.720209774,"(41.941000551, -87.720209774)"
11496937,JB502202,11/03/2018 05:00:00 PM,0000X W CHICAGO AVE,0460,BATTERY,SIMPLE,RESTAURANT,true,false,1832,018,2,8,08B,1176072,1905724,2018,01/17/2019 02:26:36 PM,41.896669722,-87.628760228,"(41.896669722, -87.628760228)"
11495371,JB500253,11/01/2018 10:00:00 PM,016XX W NORTH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1433,014,2,24,06,1165350,1910724,2018,01/17/2019 02:26:36 PM,41.910624936,-87.667997673,"(41.910624936, -87.667997673)"
11494525,JB499070,11/01/2018 10:26:00 AM,001XX E RANDOLPH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,0114,001,42,32,03,1177675,1901305,2018,01/17/2019 02:26:36 PM,41.884507493,-87.623007111,"(41.884507493, -87.623007111)"
11493463,JB497752,10/30/2018 06:40:00 PM,0000X N DEARBORN ST,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,"SCHOOL, PUBLIC, BUILDING",true,false,0112,001,42,32,11,1175939,1900429,2018,01/17/2019 02:26:36 PM,41.882142953,-87.629408248,"(41.882142953, -87.629408248)"
11491668,JB495480,10/29/2018 07:37:00 PM,077XX S PEORIA ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,true,false,0621,006,17,71,26,1171645,1853620,2018,01/17/2019 02:26:36 PM,41.753790053,-87.646549464,"(41.753790053, -87.646549464)"
11487933,JB490406,10/25/2018 08:00:00 PM,113XX S LANGLEY AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0531,005,9,50,02,1182933,1829989,2018,01/17/2019 02:26:36 PM,41.688689034,-87.605914925,"(41.688689034, -87.605914925)"
11486379,JB487870,10/24/2018 09:01:00 AM,030XX W ARMITAGE AVE,3960,INTIMIDATION,INTIMIDATION,STREET,true,false,1421,014,1,22,26,1155840,1913134,2018,01/17/2019 02:26:36 PM,41.91743529,-87.702868881,"(41.91743529, -87.702868881)"
11483017,JB484199,10/21/2018 11:10:00 AM,005XX W 104TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,VEHICLE NON-COMMERCIAL,true,false,2233,022,34,49,04B,1174348,1835923,2018,01/17/2019 02:26:36 PM,41.70516746,-87.637168463,"(41.70516746, -87.637168463)"
11482139,JB482665,10/20/2018 04:00:00 AM,077XX S YATES BLVD,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,RESIDENCE,false,true,0421,004,7,43,02,1193541,1854158,2018,01/17/2019 02:26:36 PM,41.754758711,-87.566291811,"(41.754758711, -87.566291811)"
11480781,JB481086,10/18/2018 11:00:00 PM,089XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2222,022,21,73,08B,1168899,1845369,2018,01/17/2019 02:26:36 PM,41.731207865,-87.656850296,"(41.731207865, -87.656850296)"
11475987,JB474793,10/14/2018 02:30:00 AM,0000X E CHESTNUT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,1833,018,2,8,08B,1176408,1906333,2018,01/17/2019 02:26:36 PM,41.898333269,-87.62750777,"(41.898333269, -87.62750777)"
11475740,JB469424,10/09/2018 10:34:00 PM,007XX W 31ST ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,true,false,0915,009,11,60,08B,1171697,1884328,2018,01/17/2019 02:26:36 PM,41.83805499,-87.645458414,"(41.83805499, -87.645458414)"
11473905,JB470629,09/28/2018 04:00:00 PM,061XX S OAK PARK AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,VEHICLE NON-COMMERCIAL,true,false,0812,008,23,64,17,1132137,1863158,2018,01/17/2019 02:26:36 PM,41.780738426,-87.791114889,"(41.780738426, -87.791114889)"
11473213,JB470988,10/11/2018 03:45:00 AM,044XX W VAN BUREN ST,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,1131,011,28,26,04B,1146918,1897655,2018,01/17/2019 02:26:36 PM,41.875134538,-87.736044682,"(41.875134538, -87.736044682)"
11472933,JB470524,10/06/2018 03:30:00 PM,021XX W 72ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0735,007,17,67,08B,1163451,1856564,2018,01/17/2019 02:26:36 PM,41.762044381,-87.676495332,"(41.762044381, -87.676495332)"
11472232,JB469756,10/10/2018 08:45:00 AM,083XX S ELLIS AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,true,false,0632,006,8,44,04A,1184339,1849858,2018,01/17/2019 02:26:36 PM,41.74317925,-87.600148257,"(41.74317925, -87.600148257)"
11472069,JB469446,10/09/2018 10:18:00 AM,036XX W LEXINGTON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,true,true,1133,011,24,27,05,1152305,1896454,2018,01/17/2019 02:26:36 PM,41.87173429,-87.716297342,"(41.87173429, -87.716297342)"
11464191,JB458941,10/01/2018 10:36:00 PM,014XX W SUNNYSIDE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1913,019,46,3,03,1165783,1929981,2018,01/17/2019 02:26:36 PM,41.963457919,-87.665856194,"(41.963457919, -87.665856194)"
11461310,JB455233,09/29/2018 12:40:00 AM,065XX S WOLCOTT AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,true,false,0726,007,15,67,05,1164810,1861311,2018,01/17/2019 02:26:36 PM,41.77504221,-87.671380511,"(41.77504221, -87.671380511)"
11458442,JB451277,09/25/2018 06:00:00 PM,017XX S UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1235,012,11,31,05,1171820,1891582,2018,01/17/2019 02:26:36 PM,41.857957862,-87.644793653,"(41.857957862, -87.644793653)"
